"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL941";"IMATINIB";"4";"493.62";"0";"4.59";"Imatinib";"Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1";"IC50";"'='";"4897.79";"nM";"5.31";"";"";"UO_0000065";"10.76";"0.20";"0.72";"6.15";"False";"CHEMBL974473";"Inhibition of ABCG2 in human mitoxantrone-resistant MCF7 cells by Hoechst 33342 assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MCF7";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156730";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";"CHEMBL3308403"
"CHEMBL243168";"";"0";"402.45";"0";"3.67";"4c";"COc1ccc(CCNC(=O)c2cccc3c(=O)c4ccc(OC)cc4[nH]c23)cc1";"IC50";"'='";"560.0";"nM";"6.25";"";"";"UO_0000065";"15.53";"0.28";"2.58";"7.77";"False";"CHEMBL892735";"Inhibition of ABCG2 expressed in HEK293 cells assessed as mitoxantrone-mediated efflux by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147844";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2007";"CHEMBL3307715"
"CHEMBL243167";"";"0";"402.45";"0";"3.67";"4b";"COc1ccc(CCNC(=O)c2cccc3c(=O)c4ccccc4[nH]c23)cc1OC";"IC50";"'='";"450.0";"nM";"6.35";"";"";"UO_0000065";"15.77";"0.29";"2.68";"7.89";"False";"CHEMBL892735";"Inhibition of ABCG2 expressed in HEK293 cells assessed as mitoxantrone-mediated efflux by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147844";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2007";"CHEMBL3307715"
"CHEMBL242512";"";"0";"255.27";"0";"2.70";"1d";"COc1ccc2[nH]c3ccccc3c(=O)c2c1OC";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL892735";"Inhibition of ABCG2 expressed in HEK293 cells assessed as mitoxantrone-mediated efflux by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147844";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2007";"CHEMBL3307715"
"CHEMBL397685";"";"0";"211.22";"0";"2.39";"2a";"O=c1c2ccccc2[nH]c2cccc(O)c12";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL892735";"Inhibition of ABCG2 expressed in HEK293 cells assessed as mitoxantrone-mediated efflux by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147844";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2007";"CHEMBL3307715"
"CHEMBL941";"IMATINIB";"4";"493.62";"0";"4.59";"Imatinib";"Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1";"IC50";"'='";"3380.0";"nM";"5.47";"";"";"UO_0000065";"11.08";"0.20";"0.88";"6.34";"False";"CHEMBL1047707";"Inhibition of BCRP expressed in MDCK cells by pheophorbide A assay";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"MDCK";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153145";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"CHEMBL3308370"
"CHEMBL475554";"";"0";"416.48";"0";"4.84";"1a";"O=C(Nc1ccc(CCN2CCc3ccccc3C2)cc1)Nc1ccccc1[N+](=O)[O-]";"IC50";"'='";"6760.0";"nM";"5.17";"";"";"UO_0000065";"12.41";"0.23";"0.33";"5.91";"False";"CHEMBL1047706";"Inhibition of BCRP expressed in MCF7 MX cells by Hoechst 33342 staining";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"MCF7";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153145";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"CHEMBL3308403"
"CHEMBL259077";"";"0";"371.48";"0";"4.12";"2d";"Nc1ccccc1C(=O)Nc1ccc(CCN2CCc3ccccc3C2)cc1";"IC50";"'='";"17800.0";"nM";"4.75";"";"";"UO_0000065";"12.79";"0.23";"0.63";"8.14";"False";"CHEMBL1047706";"Inhibition of BCRP expressed in MCF7 MX cells by Hoechst 33342 staining";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"MCF7";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153145";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"CHEMBL3308403"
"CHEMBL474757";"";"0";"446.55";"0";"4.53";"1f";"COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)Nc3ccc(N)cc3)cc1)CC2";"IC50";"'='";"46400.0";"nM";"4.33";"";"";"UO_0000065";"9.70";"0.18";"-0.20";"4.88";"False";"CHEMBL1047707";"Inhibition of BCRP expressed in MDCK cells by pheophorbide A assay";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"MDCK";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153145";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"CHEMBL3308370"
"CHEMBL243814";"";"0";"255.27";"0";"2.70";"1c";"COc1cc(OC)c2c(=O)c3ccccc3[nH]c2c1";"IC50";"'='";"7900.0";"nM";"5.10";"";"";"UO_0000065";"19.99";"0.37";"2.40";"9.94";"False";"CHEMBL892735";"Inhibition of ABCG2 expressed in HEK293 cells assessed as mitoxantrone-mediated efflux by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147844";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2007";"CHEMBL3307715"
"CHEMBL242942";"";"0";"241.25";"0";"2.40";"2c";"COc1cc(O)c2c(=O)c3ccccc3[nH]c2c1";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL892735";"Inhibition of ABCG2 expressed in HEK293 cells assessed as mitoxantrone-mediated efflux by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147844";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2007";"CHEMBL3307715"
"CHEMBL474972";"";"0";"476.53";"0";"4.86";"1c";"COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)Nc3ccc([N+](=O)[O-])cc3)cc1)CC2";"IC50";"'='";"3890.0";"nM";"5.41";"";"";"UO_0000065";"11.35";"0.21";"0.55";"5.11";"False";"CHEMBL1047706";"Inhibition of BCRP expressed in MCF7 MX cells by Hoechst 33342 staining";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"MCF7";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153145";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"CHEMBL3308403"
"CHEMBL261632";"";"0";"431.54";"0";"4.14";"2f";"COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccc(N)cc3)cc1)CC2";"IC50";"'='";"219000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1047706";"Inhibition of BCRP expressed in MCF7 MX cells by Hoechst 33342 staining";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"MCF7";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153145";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"CHEMBL3308403"
"CHEMBL939";"GEFITINIB";"4";"446.91";"0";"4.28";"Iressa";"COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1";"IC50";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"13.33";"0.26";"1.68";"8.67";"False";"CHEMBL1047706";"Inhibition of BCRP expressed in MCF7 MX cells by Hoechst 33342 staining";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"MCF7";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153145";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"CHEMBL3308403"
"CHEMBL594336";"";"0";"595.66";"2";"6.11";"5";"COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccccc3NC(=O)Nc3ccc([N+](=O)[O-])cc3)cc1)CC2";"IC50";"'='";"500.0";"nM";"6.30";"";"";"UO_0000065";"10.58";"0.20";"0.19";"4.67";"False";"CHEMBL1047707";"Inhibition of BCRP expressed in MDCK cells by pheophorbide A assay";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"MDCK";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153145";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"CHEMBL3308370"
"CHEMBL348475";"TARIQUIDAR";"3";"646.74";"2";"6.37";"XR-9576";"COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2";"IC50";"'='";"850.0";"nM";"6.07";"";"";"UO_0000065";"9.39";"0.17";"-0.30";"5.46";"False";"CHEMBL1047707";"Inhibition of BCRP expressed in MDCK cells by pheophorbide A assay";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"MDCK";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153145";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"CHEMBL3308370"
"CHEMBL487017";"APIGETRIN";"0";"432.38";"1";"0.05";"24";"O=c1cc(-c2ccc(O)cc2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL1687394";"Inhibition of BCRP expressed in MCF-7 MX cells using Hoechst 33342 staining";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"MCF7";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1681785";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"CHEMBL3308403"
"CHEMBL44";"GENISTEIN";"2";"270.24";"0";"2.58";"28";"O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12";"IC50";"'='";"8800.0";"nM";"5.06";"";"";"UO_0000065";"18.71";"0.35";"2.48";"5.56";"False";"CHEMBL1687394";"Inhibition of BCRP expressed in MCF-7 MX cells using Hoechst 33342 staining";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"MCF7";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1681785";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"CHEMBL3308403"
"CHEMBL404782";"";"0";"344.36";"0";"3.32";"28";"COc1cc(/C=C/C(=O)c2c(O)cc(OC)cc2OC)cc(OC)c1";"IC50";"'='";"170.0";"nM";"6.77";"";"";"UO_0000065";"19.66";"0.37";"3.45";"9.12";"False";"CHEMBL2050879";"Inhibition of ABCG2-mediated mitoxantrone efflux expressed in HEK293 cells after 48 hrs by flow cytometric analysis";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2046378";"1";"Scientific Literature";"J. Med. Chem.";"2012";"CHEMBL3307715"
"CHEMBL1834565";"";"0";"321.38";"0";"4.09";"38";"COc1cccc(OC)c1/C=C/C(=O)c1cn(C)c2ccccc12";"IC50";"'='";"270.0";"nM";"6.57";"";"";"UO_0000065";"20.44";"0.37";"2.48";"16.23";"False";"CHEMBL2050879";"Inhibition of ABCG2-mediated mitoxantrone efflux expressed in HEK293 cells after 48 hrs by flow cytometric analysis";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2046378";"1";"Scientific Literature";"J. Med. Chem.";"2012";"CHEMBL3307715"
"CHEMBL595493";"";"0";"580.64";"2";"5.72";"4b";"COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccccc3NC(=O)c3ccc([N+](=O)[O-])cc3)cc1)CC2";"IC50";"'='";"690.0";"nM";"6.16";"";"";"UO_0000065";"10.61";"0.20";"0.44";"5.01";"False";"CHEMBL1047706";"Inhibition of BCRP expressed in MCF7 MX cells by Hoechst 33342 staining";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"MCF7";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153145";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"CHEMBL3308403"
"CHEMBL446339";"";"0";"616.72";"2";"6.37";"12";"COc1ccc(C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1NC(=O)c1cnc2ccccc2c1";"IC50";"'='";"317.0";"nM";"6.50";"";"";"UO_0000065";"10.54";"0.19";"0.13";"6.37";"False";"CHEMBL938929";"Inhibition of ABCG2 overexpressed in human MCF7/Topo cells by flow cytometric-based mitoxantrone efflux assay";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"MCF7/Topo";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140935";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None"
"CHEMBL400538";"COMAPARVIN";"0";"300.31";"0";"3.32";"9";"CCCc1cc(=O)c2c(O)cc3cc(O)cc(OC)c3c2o1";"IC50";"'='";"9000.0";"nM";"5.05";"";"";"UO_0000065";"16.80";"0.31";"1.73";"6.32";"False";"CHEMBL1175385";"Inhibition of ABCG2-mediated drug efflux expressed in human NCI-H460 cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"NCI-H460";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1177800";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"CHEMBL3307677"
"CHEMBL478764";"MACARANGIN";"0";"422.48";"1";"5.52";"5";"CC(C)=CCC/C(C)=C/Cc1c(O)cc2oc(-c3ccc(O)cc3)c(O)c(=O)c2c1O";"IC50";"'='";"5700.0";"nM";"5.24";"";"";"UO_0000065";"12.41";"0.23";"-0.28";"4.72";"False";"CHEMBL1694230";"Inhibition of ABCG2 expressed in human NCI-H460 cells assessed as inhibition of PhA accumulation after 2 to 20 hrs relative to fumitremorgin C";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"NCI-H460";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1687875";"1";"Scientific Literature";"J. Nat. Prod.";"2011";"CHEMBL3307677"
"CHEMBL1935207";"";"0";"302.76";"0";"4.25";"29";"COc1ccc(C(=O)/C=C/c2ccccc2Cl)cc1OC";"IC50";"'='";"11040.0";"nM";"4.96";"";"";"UO_0000065";"16.37";"0.32";"0.71";"13.95";"False";"CHEMBL1936798";"Inhibition of BCRP in human MCF7/MX cells assessed as Hoechst 33342 accumulation preincubated for 30 mins by Fluorometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MCF7/MX";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1933063";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2012";"None"
"CHEMBL262597";"";"0";"314.34";"0";"3.31";"14";"COc1ccc(C(=O)/C=C/c2ccc(OC)c(OC)c2)c(O)c1";"IC50";"'='";"1060.0";"nM";"5.97";"";"";"UO_0000065";"19.01";"0.35";"2.66";"9.19";"False";"CHEMBL1936799";"Inhibition of human BCRP expressed in MDCK2 cells assessed as Hoechst 33342 accumulation preincubated for 30 mins by fluorimetry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1933063";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2012";"CHEMBL3308862"
"CHEMBL1935219";"";"0";"304.35";"0";"4.45";"41";"COc1cccc(/C=C/C(=O)c2c(O)ccc3ccccc23)c1";"IC50";"'='";"1930.0";"nM";"5.71";"";"";"UO_0000065";"18.78";"0.34";"1.26";"12.28";"False";"CHEMBL1936798";"Inhibition of BCRP in human MCF7/MX cells assessed as Hoechst 33342 accumulation preincubated for 30 mins by Fluorometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MCF7/MX";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1933063";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2012";"None"
"CHEMBL1779524";"";"0";"776.89";"3";"6.19";"10c, UR-COP77";"COCCOCCOCCOc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccc(C(=O)OC)c(NC(=O)c4ccc5ccccc5n4)c3)cc1)CC2";"IC50";"'='";"183.0";"nM";"6.74";"";"";"UO_0000065";"8.67";"0.16";"0.55";"4.59";"False";"CHEMBL1780905";"Inhibition of ABCG2 expressed in human MCF7/Topo cells by Hoechst microplate assay";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"MCF7/Topo";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1777737";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2011";"None"
"CHEMBL396298";"ELACRIDAR";"0";"563.65";"2";"5.56";"Elacridar";"COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccc4c(=O)c5cccc(OC)c5[nH]c34)cc1)CC2";"IC50";"'='";"127.0";"nM";"6.90";"";"";"UO_0000065";"12.23";"0.22";"1.34";"7.42";"True";"CHEMBL1780905";"Inhibition of ABCG2 expressed in human MCF7/Topo cells by Hoechst microplate assay";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"MCF7/Topo";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1777737";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2011";"None"
"CHEMBL607573";"";"0";"315.37";"0";"2.01";"17";"COC(Cc1ccc(O)cc1)C(=O)NCCc1ccc(O)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1072091";"Inhibition of ABCG2 expressed in human NCI-H460/MX20 cells assessed as accumulation of ABCG2 substrate pheophorbide-A";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"H460/MX20";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156906";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"None"
"CHEMBL600469";"";"0";"194.19";"0";"1.46";"8";"CO/C(=C\c1ccc(O)cc1)C(=O)O";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1072091";"Inhibition of ABCG2 expressed in human NCI-H460/MX20 cells assessed as accumulation of ABCG2 substrate pheophorbide-A";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"H460/MX20";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156906";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"None"
"CHEMBL254613";"PINOSTROBIN";"0";"270.28";"0";"3.11";"2";"COc1cc(O)c2c(c1)O[C@H](c1ccccc1)CC2=O";"IC50";"'='";"8900.0";"nM";"5.05";"";"";"UO_0000065";"18.69";"0.34";"1.94";"9.06";"False";"CHEMBL1687393";"Inhibition of BCRP expressed in MDCK cells using Hoechst 33342 staining";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"MDCK";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1681785";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"CHEMBL3308370"
"CHEMBL1556958";"STROBOPININ";"0";"270.28";"0";"3.11";"4";"Cc1c(O)cc2c(c1O)C(=O)CC(c1ccccc1)O2";"IC50";"'='";"11000.0";"nM";"4.96";"";"";"UO_0000065";"18.35";"0.34";"1.85";"7.43";"False";"CHEMBL1687393";"Inhibition of BCRP expressed in MDCK cells using Hoechst 33342 staining";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"MDCK";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1681785";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"CHEMBL3308370"
"CHEMBL1685068";"DIMETHYLCRYPTOSTROBIN";"0";"298.34";"0";"3.72";"6";"COc1cc(OC)c2c(c1C)OC(c1ccccc1)CC2=O";"IC50";"'='";"9300.0";"nM";"5.03";"";"";"UO_0000065";"16.87";"0.31";"1.31";"11.24";"False";"CHEMBL1687393";"Inhibition of BCRP expressed in MDCK cells using Hoechst 33342 staining";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"MDCK";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1681785";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"CHEMBL3308370"
"CHEMBL50";"QUERCETIN";"3";"302.24";"0";"1.99";"13";"O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12";"IC50";"'='";"6900.0";"nM";"5.16";"";"";"UO_0000065";"17.08";"0.32";"3.17";"3.93";"False";"CHEMBL1687393";"Inhibition of BCRP expressed in MDCK cells using Hoechst 33342 staining";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"MDCK";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1681785";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"CHEMBL3308370"
"CHEMBL107131";"DIMETHYLPINOCEMBRIN";"0";"284.31";"0";"3.41";"3";"COc1cc(OC)c2c(c1)OC(c1ccccc1)CC2=O";"IC50";"'='";"32000.0";"nM";"4.50";"";"";"UO_0000065";"15.81";"0.29";"1.08";"10.04";"False";"CHEMBL1687394";"Inhibition of BCRP expressed in MCF-7 MX cells using Hoechst 33342 staining";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"MCF7";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1681785";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"CHEMBL3308403"
"CHEMBL77966";"RETUSIN";"0";"358.35";"0";"3.20";"17";"COc1cc(O)c2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1";"IC50";"'='";"900.0";"nM";"6.05";"";"";"UO_0000065";"16.87";"0.32";"2.85";"6.92";"False";"CHEMBL1687394";"Inhibition of BCRP expressed in MCF-7 MX cells using Hoechst 33342 staining";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"MCF7";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1681785";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"CHEMBL3308403"
"CHEMBL1685074";"CALYFLORENON B";"0";"646.69";"2";"4.87";"31";"COc1c2c(c3c(c1OC)[C@@]1(OC)C4=C(C(=O)[C@H](OC)[C@@]1(OC)O3)[C@H](OC)C[C@@H](c1ccccc1)O4)[C@H](O)C[C@@H](c1ccccc1)O2";"IC50";"'='";"40000.0";"nM";"4.40";"";"";"UO_0000065";"6.80";"0.13";"-0.47";"3.65";"False";"CHEMBL1687394";"Inhibition of BCRP expressed in MCF-7 MX cells using Hoechst 33342 staining";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"MCF7";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1681785";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"CHEMBL3308403"
"CHEMBL410897";"";"0";"371.48";"0";"4.12";"14";"Nc1ccc(C(=O)Nc2ccc(CCN3CCc4ccccc4C3)cc2)cc1";"IC50";"'='";"77624.71";"nM";"4.11";"";"";"UO_0000065";"11.06";"0.20";"-0.01";"7.04";"False";"CHEMBL974473";"Inhibition of ABCG2 in human mitoxantrone-resistant MCF7 cells by Hoechst 33342 assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MCF7";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156730";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";"CHEMBL3308403"
